처리시설명,처리시설코드,구분,시도,시군구,읍면동,리,행정구역코드,시설용량(㎥/일)_물리적,시설용량(㎥/일)_생물학적,시설용량(㎥/일)_고도,시설용량 합,처리공정_전처리,처리공정_1차,처리공정_2차,처리공정_3차,가동개시일자,가동율(%),가동일수,방류수수질적용기준지역구분,재이용량(㎥/일)_계,재이용량(㎥/일)_조경수,재이용량(㎥/일)_세척수(축봉수포함),재이용량(㎥/일)_공정재이용,재이용량(㎥/일)_기타
진안축산폐수공공처리시설,457200S01,가동중,전라북도,진안군,진안읍,정곡리,4572025031,,,100,100,침사지,액상부식,화학처리,"탈질,탈인,여과",1984-11-26,73,226,,0,,,,
연장(진안2)마을하수도,457200V40,가동중,전라북도,진안군,진안읍,연장리,4572025032,,,250,250,스크린,반응조,반응조,막,2002-05-25,15,365,,0,,,,
언건마을하수도처리시설,457200V04,가동중,전라북도,진안군,진안읍,운산리,4572025033,,,50,50,침사기,반응조,반응조,,2008-06-04,29,184,III,15,,2,,13
용담공공하수처리시설,457200W02,가동중,전라북도,진안군,용담면,송풍리,4572031025,,,600,600,침사지,반응조,생물학적,,2009-06-23,90,360,,1,,,,1
보한골마을하수도처리시설,457200V02,가동중,전라북도,진안군,안천면,노성리,4572032021,,115,,115,침사기,반응조,반응조,섬유상여과기,2006-10-15,45,365,,14,,7,1,6
안천마을하수도,457200V24,가동중,전라북도,진안군,안천면,백화리,4572032022,,,120,120,스크린,반응조,반응조,,2007-01-01,99,365,,0,,,,
진안괴정마을하수도,457200V36,가동중,전라북도,진안군,안천면,신괴리,4572032023,,,80,80,침사기,반응조,반응조,섬유상여과기,2005-01-01,64,365,,14,,7,2,5
동향마을하수도,457200V21,가동중,전라북도,진안군,동향면,자산리,4572033024,,,250,250,스크린,반응조,반응조,,2009-12-28,33,365,,0,,,,
상전마을하수도,457200V18,가동중,전라북도,진안군,상전면,주평리,4572034022,,110,,110,침사지,반응조,생물학적,,2005-01-01,100,365,,3,,,,3
내송마을하수도처리시설,457200V10,가동중,전라북도,진안군,상전면,수동리,4572034023,,10,,10,침사지,반응조,생물학적,,2001-01-01,90,360,,1,,,,1
기백마을하수도,457200V15,가동중,전라북도,진안군,상전면,수동리,4572034023,,23,,23,침사지,반응조,생물학적,,2001-01-01,90,360,,1,,,,1
진안금지마을하수도,457200V28,가동중,전라북도,진안군,상전면,월포리,4572034024,,40,,40,스크린,반응조,반응조,,2007-01-01,99,365,,0,,,,
번암마을하수처리시설,457200V35,가동중,전라북도,진안군,백운면,덕현리,4572035023,,,80,80,침사지,반응조,생물학적,,2002-01-01,100,365,,1,,,,1
대유마을하수도처리시설,457200V05,가동중,전라북도,진안군,백운면,신암리,4572035026,,20,,20,,,,,2012-02-29,100,365,청정지역,,,,,
윤동마을하수도,457200V44,신설,전라북도,진안군,백운면,백암리,4572035027,,150,,150,,,,,2009-12-15,100,365,,0,,,,
외궁신고마을하수도,457200V42,가동중,전라북도,진안군,성수면,외궁리,4572036021,,,60,60,스크린,반응조,반응조,막,2003-01-01,99,365,,0,,,,
원좌산마을하수도,457200V20,가동중,전라북도,진안군,성수면,좌산리,4572036022,,,50,50,침사기,반응조,반응조,,2006-01-01,100,365,,0,,,,
진안좌산마을하수도,457200V32,가동중,전라북도,진안군,성수면,좌산리,4572036022,,,50,50,,,,,2009-12-15,100,365,,0,,,,
진안양산마을하수도,457200V27,가동중,전라북도,진안군,성수면,좌포리,4572036027,,,40,40,침사지,반응조,생물학적,,2009-03-30,90,360,,1,,,,1
좌포원좌마을하수도,457200V43,가동중,전라북도,진안군,성수면,좌포리,4572036027,,,50,50,침사지,반응조,사여과기,"탈질, 탈인",2003-01-01,100,365,,1,,,,1
오동마을하수처리시설,457200V01,가동중,전라북도,진안군,마령면,계서리,4572037023,,20,,20,스크린,반응조,반응조,,2007-01-01,99,365,,0,,,,
진안신덕마을하수도,457200V33,가동중,전라북도,진안군,마령면,덕천리,4572037024,,,100,100,스크린,반응조,반응조,섬유상여과지,2007-01-01,44,365,,14,,7,,7
진안마령마을하수도,457200V34,가동중,전라북도,진안군,마령면,강정리,4572037025,,,190,190,침사기,반응조,반응조,섬유상여과기,2005-01-01,99,365,,14,,7,2,5
부귀마을하수도,457200V22,가동중,전라북도,진안군,부귀면,수항리,4572038025,,,300,300,침사지,반응조,생물학적,자외선살균,2005-01-01,90,360,,0,,,,
진안대동마을하수도,457200V30,가동중,전라북도,진안군,부귀면,수항리,4572038025,,30,,30,침사지,반응조,사여과기,"탈질,탈인",2003-01-01,100,365,,2,,,,2
원봉암마을하수도,457200V16,가동중,전라북도,진안군,부귀면,봉암리,4572038029,,,40,40,스크린,반응조,반응조,,1999-01-01,100,365,,0,,,,
진안소태정마을하수처리시설,457200V26,가동중,전라북도,진안군,부귀면,봉암리,4572038029,,,20,20,스크린,반응조,반응조,,2005-01-01,99,365,,0,,,,
진안마조학동마을하수도처리시설,457200H11,가동중,전라북도,진안군,정천면,봉학리,4572039021,,,40,40,침사지,반응조,사여과기,"탈질, 탈인",2010-08-11,90,360,,2,,,,2
정천마을하수도,457200V19,가동중,전라북도,진안군,정천면,봉학리,4572039021,,130,,130,스크린,반응조,반응조,,2005-01-01,48,365,,0,,,,
무거마을하수도처리시설,457200V06,가동중,전라북도,진안군,정천면,갈용리,4572039022,,,30,30,침사지,반응조,생물학적,,2009-11-02,90,360,,1,,,,1
하초마을하수도처리시설,457200V03,가동중,전라북도,진안군,정천면,월평리,4572039025,,20,,20,침사지,반응조,사여과기,"탈질, 탈인",2002-01-01,100,365,,2,,,,2
원월평마을하수도처리시설,457200V11,가동중,전라북도,진안군,정천면,월평리,4572039025,,35,,35,침사지,반응조,생물학적,,2009-03-30,90,360,,1,,,,1
구암마을하수도처리시설,457200V07,가동중,전라북도,진안군,주천면,운봉리,4572040023,,,35,35,침사기,반응조,반응조,섬유상여과기,2005-01-01,100,365,,14,,7,2,5
주천마을하수도,457200V23,가동중,전라북도,진안군,주천면,신양리,4572040024,,,300,300,침사지,반응조,생물학적,,2001-01-01,90,360,,1,,,,1
진안용덕마을하수도처리시설,457200H12,가동중,전라북도,진안군,주천면,용덕리,4572040025,,,40,40,침사지,반응조,생물학적,자외선살균,2006-01-01,90,360,,0,,,,
진안어자마을하수도,457200V31,가동중,전라북도,진안군,주천면,무릉리,4572040026,,45,,45,스크린,반응조,반응조,,2004-02-01,100,366,,0,,,,
무주군분뇨처리장,457300F01,가동중,전라북도,무주군,무주읍,당산리,4573025022,,,20,20,스크린,반응조,반응조,,2002-07-21,90,366,,702,498,162,4,38
무주축산폐수공공처리장,457300S01,가동중,전라북도,무주군,무주읍,당산리,4573025022,,,70,70,스크린,탈수기,,,2002-06-01,77,198,,0,,,,
무주유속마을하수도,457300V08,가동중,전라북도,무주군,무주읍,당산리,4573025022,,,20,20,스크린,BCS,BCS,,2005-11-30,65,208,,0,,,,
무주하수종말처리장,457300W01,가동중,전라북도,무주군,무주읍,당산리,4573025022,,,"3,000","3,000",스크린,반응조,반응조,,2008-12-05,40,366,,0,,,,
왕정마을하수도,457300V01,가동중,전라북도,무주군,무주읍,오산리,4573025023,,,30,30,스크린,반응조,반응조,,2003-07-01,58,366,,0,,,,
오산마을하수도,457300V07,가동중,전라북도,무주군,무주읍,오산리,4573025023,,,70,70,스크린,반응조,반응조,,2008-05-21,51,366,,0,,,,
하장백마을하수도,457300V02,가동중,전라북도,무주군,무주읍,장백리,4573025024,,,50,50,스크린,반응조,반응조,,2008-07-01,46,366,,0,,,,
전도소규모공공하수처리시설,457300V16,가동중,전라북도,무주군,무주읍,내도리,4573025025,,,80,80,스크린,반응조,반응조,,2008-07-01,56,366,,0,,,,
서면소규모공공하수처리시설,457300V17,가동중,전라북도,무주군,무주읍,대차리,4573025026,,,120,120,스크린,반응조,반응조,,2009-12-24,70,366,,0,,,,
평촌공공하수처리시설,457300V20,가동중,전라북도,무주군,무주읍,가옥리,4573025028,,,40,40,스크린,반응조,반응조,,2008-08-01,78,366,,391,375,8,0,8
가림공공하수처리시설,457300V21,가동중,전라북도,무주군,무주읍,가옥리,4573025028,,,25,25,스크린,반응조,반응조,,2009-12-24,67,366,,0,,,,
무풍공공하수처리시설,457300W04,가동중,전라북도,무주군,무풍면,현내리,4573031021,,,500,500,스크린,반응조,반응조,,2008-07-11,139,366,,0,,,,
원기곡마을하수도,457300V03,가동중,전라북도,무주군,설천면,기곡리,4573032021,,,40,40,스크린,반응조,반응조,,2006-01-10,91,366,,0,,,,
무주상길산마을하수도,457300V09,가동중,전라북도,무주군,설천면,길산리,4573032022,,,30,30,스크린,반응조,반응조,,2008-08-01,51,366,,618,588,14,1,15
하길산소규모공공하수처리시설,457300V15,가동중,전라북도,무주군,설천면,길산리,4573032022,,,20,20,스크린,반응조,반응조,,2004-03-01,71,366,,0,,,,
설천공공하수처리시설,457300W02,가동중,전라북도,무주군,설천면,청량리,4573032023,,,"1,200","1,200",스크린,반응조,반응조,,2008-07-11,113,366,,0,,,,
하두마을하수도,457300V04,가동중,전라북도,무주군,설천면,두길리,4573032028,,,30,30,스크린,반응조,반응조,,2004-05-25,55,366,,0,,,,
무주원심곡마을하수도,457300V10,가동중,전라북도,무주군,설천면,심곡리,4573032029,,,30,30,스크린,반응조,반응조,,2005-12-28,73,366,,0,,,,
신대동소규모공공하수처리시설,457300V14,가동중,전라북도,무주군,적상면,사천리,4573033022,,,120,120,스크린,반응조,반응조,,2008-07-11,61,366,,0,,,,
이동소규모공공하수처리시설,457300V12,가동중,전라북도,무주군,적상면,방이리,4573033025,,,35,35,스크린,반응조,반응조,,2006-01-10,59,366,,0,,,,
치목소규모공공하수처리시설,457300V13,가동중,전라북도,무주군,적상면,괴목리,4573033028,,,60,60,스크린,반응조,반응조,,2008-08-01,77,366,,921,891,14,1,15
안성공공하수처리시설,457300W03,가동중,전라북도,무주군,안성면,장기리,4573034021,,,"1,200","1,200",스크린,반응조,반응조,,2001-09-14,100,366,,0,,,,
수락마을하수도,457300V05,가동중,전라북도,무주군,안성면,덕산리,4573034025,,,40,40,스크린,반응조,반응조,,2009-12-24,47,366,,0,,,,
무주덕곡마을하수도,457300V06,가동중,전라북도,무주군,안성면,덕산리,4573034025,,,40,40,스크린,반응조,반응조,,2008-05-14,71,366,,0,,,,
유평소규모공공하수처리시설,457300V18,가동중,전라북도,무주군,부남면,대소리,4573035022,,,40,40,침사지,반응조,여과기,자외선살균,2003-07-01,100,365,,0,,,,
대소공공하수처리시설,457300V19,가동중,전라북도,무주군,부남면,대소리,4573035022,,,150,150,스크린,반응조,반응조,,2008-07-01,119,366,,0,,,,
장수하수종말처리장,457400W01,가동중,전라북도,장수군,장수읍,선창리,4574025023,,"2,000",,"2,000",침사지,반응조,,자외선살균,2002-01-01,100,365,,0,,,,
덕산공공하수처리시설,457400V26,가동중,전라북도,장수군,장수읍,덕산리,4574025026,,25,,25,스크린조,반응조,,자외선살균,2002-12-01,100,365,,0,,,,
하평공공하수처리시설,457400V19,가동중,전라북도,장수군,장수읍,개정리,4574025028,,50,,50,,,,,2011-01-01,52,365,,0,,,,
수분송계공공하수처리시설,457400V29,가동중,전라북도,장수군,장수읍,수분리,4574025029,,70,,70,침사지,반응조,,자외선살균,2001-01-03,100,365,,0,,,,
구락공공하수처리시설,457400V02,가동중,전라북도,장수군,장수읍,송천리,4574025030,,60,,60,침사지,반응조,,자외선살균,1997-12-01,100,365,,0,,,,
안양공공하수처리시설,457400V11,가동중,전라북도,장수군,장수읍,용계리,4574025031,,50,,50,침사지,반응조,,자외선살균,2008-01-01,100,365,,0,,,,
산서오산공공하수처리시설,457400V27,가동중,전라북도,장수군,산서면,오산리,4574031029,,,80,80,스크린조,반응,,자외선살균,2004-01-01,100,365,,0,,,,
금천공공하수처리시설,457400V25,가동중,전라북도,장수군,번암면,국포리,4574032022,,40,,40,침사지,반응조,,자외선살균,1997-12-01,100,365,,0,,,,
광대동공공하수처리시설,457400V01,가동중,전라북도,장수군,번암면,지지리,4574032025,,34,,34,침사지,반응조,,자외선살균,2003-10-31,100,365,,0,,,,
상동공공하수처리시설,457400V10,가동중,전라북도,장수군,번암면,동화리,4574032026,,48,,48,침사지,반응조,,자외선살균,2000-12-01,100,365,,0,,,,
죽림공공하수처리시설,457400V16,가동중,전라북도,장수군,번암면,죽림리,4574032027,,57,,57,응집침전-가압부상,BIOSUF-Ⅱ,UFO,R/O,2002-05-20,95.7,228,,0,0,0,0,
장수축산폐수공공처리장,457400S01,가동중,전라북도,장수군,장계면,금곡리,4574033522,,150,,150,침사지,반응조,여과기,자외선살균,2003-07-15,100,365,,1378,1378,,,
장계하수종말처리장,457400W02,가동중,전라북도,장수군,장계면,무농리,4574033523,,,"2,000","2,000",침사지,반응조,,자외선살균,2002-09-01,100,365,,0,,,,
원명덕공공하수처리시설,457400V06,가동중,전라북도,장수군,장계면,명덕리,4574033528,,40,,40,침사지,반응조,,,2003-09-01,100,365,,0,,,,
장수주촌공공하수처리시설,457400V28,가동중,전라북도,장수군,장계면,대곡리,4574033530,,,70,70,침사지,반응조,,자외선살균,2001-10-01,100,365,,0,,,,
장척공공하수처리시설,457400V15,가동중,전라북도,장수군,천천면,장판리,4574034021,,40,,40,침사지,반응조,,자외선살균,2002-12-01,100,365,,0,,,,
박곡공공하수처리시설,457400V09,가동중,전라북도,장수군,천천면,월곡리,4574034022,,45,,45,침사지,반응조,,자외선살균,2000-12-01,100,365,,0,,,,
한거공공하수처리시설,457400V20,가동중,전라북도,장수군,계남면,화음리,4574035025,,76,,76,침사지,반응조,,자외선살균,2001-08-01,100,365,,0,,,,
고정공공하수처리시설,457400V24,가동중,전라북도,장수군,계남면,화음리,4574035025,,35,,35,,,,,,100,365,,0,,,,
농소공공하수처리시설,457400V03,가동중,전라북도,장수군,계북면,농소리,4574036023,,60,,60,침사지,반응조,,자외선살균,2001-10-01,100,365,,0,,,,
문성공공하수처리시설,457400V07,가동중,전라북도,장수군,계북면,어전리,4574036024,,40,,40,침사지,반응조,,자외선살균,2003-12-27,100,365,,0,,,,
양악공공하수처리시설,457400V12,가동중,전라북도,장수군,계북면,원촌리,4574036026,,70,,70,침사지,미세목스크린,SBR반응조,,2007-06-27,67,365,,8,,8,,
외림공공하수처리시설,457400V13,가동중,전라북도,장수군,계북면,원촌리,4574036026,,35,,35,,,,,,100,365,,0,,,,
임실하수처리시설,457500W02,가동중,전라북도,임실군,임실읍,두곡리,4575025024,,"3,400",,"3,400",,,,,2007-09-03,72,365,,0,,,,
임실정월마을하수도,457500V16,가동중,전라북도,임실군,임실읍,정월리,4575025028,,40,,40,,,,,2010-06-01,,,,,,,,
임실신안마을하수도,457500V27,신설,전라북도,임실군,임실읍,신안리,4575025032,,85,,85,,,,,,100,365,,0,,,,
현곡마을하수처리시설,457500V14,가동중,전라북도,임실군,임실읍,현곡리,4575025033,,30,,30,,,,,,100,365,,0,,,,
현곡연화지구마을하수도,457500V26,가동중,전라북도,임실군,임실읍,현곡리,4575025033,,,20,20,,,,,2005-10-01,72,365,,0,,,,
청웅구고공공하수도,457500V22,가동중,전라북도,임실군,청웅면,구고리,4575031022,,300,,300,,,,,2001-03-01,82,365,,0,,,,
학암마을하수처리장,457500V01,가동중,전라북도,임실군,운암면,학암리,4575032021,,50,,50,,,,,2002-03-01,77,365,,0,,,,
선거마을하수처리장,457500V03,가동중,전라북도,임실군,운암면,선거리,4575032022,,45,,45,,,,,2001-05-01,56.5,365,,0,,,,
사양마을하수처리장,457500V04,가동중,전라북도,임실군,운암면,사양리,4575032025,,20,,20,,,,,,100,365,,0,,,,
사양기암지구공공하수도,457500V23,가동중,전라북도,임실군,운암면,사양리,4575032025,,20,,20,,,,,2001-03-01,71,365,,0,,,,
염재마을하수처리장,457500V02,가동중,전라북도,임실군,운암면,쌍암리,4575032026,,40,,40,,,,,2005-06-01,66,365,,0,,,,
